rank,sentence,original_order,frequency,complexity,grammar,structural,similarity,similar_to,final_score
52,Merci de réfléchir à moi pour le boulot.,1260,99.7,35.8,0.0,21.5,2.9,,71.77
53,Je vais reprendre l'affaire de mon père.,1864,99.8,35.8,0.0,21.5,3.1,,71.76
54,Tous les enfants n'aiment pas les pommes.,2608,99.5,35.1,0.0,21.1,3.1,,71.76
55,Tous les joueurs ont fait de leur mieux.,2574,99.9,35.8,0.0,21.5,3.3,,71.76
56,Chaque petit garçon a besoin d'un héros.,526,99.7,35.8,0.0,21.5,2.9,,71.76
57,Je voulais juste passer pour dire bonjour.,2339,99.8,37.2,0.0,22.3,1.7,,71.76
58,Elle gagne davantage qu'elle ne dépense.,2483,99.3,34.7,2.0,21.6,1.8,,71.75
59,Dis bonjour à ta petite sœur de ma part.,1300,99.8,36.2,0.0,21.7,2.9,,71.74
60,Son bureau va être fermé faute d'argent.,677,99.6,35.8,0.0,21.5,2.9,,71.74
61,Les jeunes devraient respecter les vieux.,2977,99.5,36.3,0.0,21.8,2.0,,71.74
62,Il est content d'avoir passé cet examen.,846,99.7,35.8,0.0,21.5,3.1,,71.73
63,Le monument a été construit dans le parc.,3767,99.4,35.1,0.0,21.1,3.1,,71.72
64,Il a compris la manière d'ouvrir la boîte.,557,99.7,36.0,0.0,21.6,3.1,,71.72
65,Vous avez l'air superbe dans cette robe.,2580,99.6,35.8,0.0,21.5,2.9,,71.72
66,Je refuse d'être traité comme un enfant.,1117,99.7,35.8,0.0,21.5,3.1,,71.72
67,Fais le ménage dans la chambre ce matin.,1966,99.7,35.8,0.0,21.5,3.1,,71.72
68,C'était un bordel dans le grand magasin.,5664,99.7,35.8,0.0,21.5,3.1,,71.71
69,C'est une nouvelle de grande importance.,4493,99.9,36.0,0.0,21.6,3.3,,71.71
70,Ce parc est un paradis pour les enfants.,686,99.7,35.8,0.0,21.5,3.1,,71.71
71,Il n'y avait aucune rose dans le jardin.,3335,99.7,36.2,0.0,21.7,2.9,,71.71
72,Elle a envie d'aller vivre en Australie.,563,99.7,35.8,0.0,21.5,3.1,,71.71
73,Cette université était mon premier choix.,4650,99.8,37.6,0.0,22.5,1.7,,71.71
74,Ma femme tient les comptes de la maison.,3035,99.8,35.8,0.0,21.5,3.3,,71.71
75,Il m'a montré beaucoup de belles photos.,558,99.7,35.8,0.0,21.5,3.1,,71.71
76,Mon corps est âgé mais mon esprit est jeune.,2785,99.6,35.7,0.0,21.4,3.1,,71.70
77,Le candidat se présente pour être maire.,3908,99.7,36.0,0.0,21.6,3.1,,71.70
78,Il connaît l'univers et ne se connaît pas.,1600,99.7,36.0,0.0,21.6,3.1,,71.70
79,Veuillez lui servir son repas en premier.,3094,99.3,36.6,0.0,22.0,1.5,,71.70
80,Un robot peut travailler plus qu'un homme.,1909,99.6,35.7,2.0,22.2,1.7,,71.70
81,Après le dîner vient le temps des comptes.,3355,99.6,35.7,0.0,21.4,3.1,,71.70
82,J'ai fait un joli rêve la nuit dernière.,1660,99.7,36.2,0.0,21.7,2.9,,71.70
83,J'aime mieux voyager en train qu'en avion.,1842,99.6,36.0,2.0,22.4,1.4,,71.69
84,J'ai beaucoup aimé l'article que j'ai lu.,3125,99.8,34.9,2.0,21.7,3.1,,71.69
85,J'ignore comment c'est à nouveau arrivé.,26,99.6,35.8,0.0,21.5,3.1,,71.69
86,La vieille église du lac est très belle.,2344,99.6,35.8,0.0,21.5,3.1,,71.69
87,Les animaux semble se déplacer au hasard.,3195,99.3,36.6,0.0,22.0,1.7,,71.69
88,J'écris tous les jours dans mon journal.,3460,99.6,35.8,0.0,21.5,3.1,,71.69
89,Elle fait un régime pour perdre du poids.,381,99.8,36.4,0.0,21.8,2.9,,71.69
90,Je mets toutes mes forces dans ce projet.,83,99.8,36.4,0.0,21.8,2.9,,71.68
91,Je travaille dur pour soutenir ma famille.,1632,99.6,37.2,0.0,22.3,1.7,,71.68
92,Toi et moi avons quelque chose en commun.,327,99.9,36.4,0.0,21.8,3.1,,71.68
93,Attention ! Voici un camion qui arrive !,5715,99.4,34.8,3.0,22.1,1.7,,71.68
94,Le garçon a réussi l'examen avec succès.,2,99.6,35.8,0.0,21.5,3.1,,71.67
95,Votre voiture a un feu arrière de cassé.,642,99.5,35.8,0.0,21.5,2.9,,71.67
96,Vous êtes une femme d'une grande patience.,2546,99.6,35.7,0.0,21.4,3.3,,71.67
97,Son frère est un joueur de foot célèbre.,4029,99.6,35.8,0.0,21.5,3.1,,71.66
98,Tu as fait de mes rêves devenir réalité.,2250,99.7,35.8,0.0,21.5,3.3,,71.66
99,J'étais appelé dans une classe d'anglais.,646,99.8,36.4,0.0,21.8,3.1,,71.66
100,Ne touche plus jamais à cette bouteille !,761,99.6,36.0,0.0,21.6,3.1,,71.65
101,Personne ne nous tire dessus à l'instant.,2623,99.7,36.4,0.0,21.8,2.9,,71.65
102,Sa théorie mérite d'être prise en compte.,3132,99.7,36.4,0.0,21.8,2.9,,71.65
103,Très peu d'hommes gros ont de longs nez.,5116,99.6,36.2,0.0,21.7,2.9,,71.65
104,Je me suis bien préparé pour cet examen.,932,99.5,35.8,0.0,21.5,3.1,,71.65
105,Un peu de sommeil ne serait pas du luxe.,1724,99.6,36.2,0.0,21.7,2.9,,71.65
106,Ils ont perdu la guerre sur le front Est.,688,99.8,36.7,0.0,22.0,2.9,,71.65
107,Tenir un journal est une bonne habitude.,1232,99.7,36.0,0.0,21.6,3.3,,71.65
108,Il a offert sa place à une vieille dame.,1483,99.6,36.2,0.0,21.7,2.9,,71.65
109,Mes enfants vont rarement à l'extérieur.,1893,99.6,36.0,0.0,21.6,3.1,,71.64
110,Père m'aide souvent pour faire mes devoirs.,5305,99.6,37.5,0.0,22.5,1.5,,71.64
111,Tom eut droit à un traitement de faveur.,2240,99.4,35.8,0.0,21.5,2.9,,71.64
112,Nous devons choisir un nom pour l'enfant.,113,99.7,36.4,0.0,21.8,2.9,,71.64
113,Il était dans l'armée pendant trente ans.,4015,99.8,36.4,0.0,21.8,3.1,,71.64
114,Cette phrase a plusieurs sens différents.,42,99.7,37.6,0.0,22.5,1.7,,71.64
115,Merci de m'avoir envoyé une belle lettre.,4289,99.8,36.4,0.0,21.8,3.1,,71.63
116,Marie est morte dans les bras du prêtre.,4742,99.5,35.8,0.0,21.5,3.1,,71.63
117,J'ai trouvé nécessaire d'obtenir un prêt.,2511,99.8,36.4,0.0,21.8,3.1,,71.63
118,Cette pièce reçoit la lumière du soleil.,2871,99.6,36.0,0.0,21.6,3.1,,71.63
119,Je me suis levée à sept heures ce matin.,2300,99.6,36.2,0.0,21.7,2.9,,71.63
120,Je tourne à gauche au prochain feu rouge ?,2144,99.6,36.4,0.0,21.8,2.9,,71.63
121,Elle ignore le fait qu'elle est en tort.,5451,99.6,34.9,2.0,21.8,2.9,,71.63
122,La couleur du tapis va bien avec le mur.,1414,99.5,36.2,0.0,21.7,2.9,,71.63
123,Chaque homme a ses propres points forts.,4259,99.5,36.0,0.0,21.6,3.1,,71.63
124,Elle vit dans une demeure plutôt grande.,2117,99.7,36.0,0.0,21.6,3.3,,71.62
125,Cette voiture est utilisée par mon père.,104,99.7,36.0,0.0,21.6,3.3,,71.62
126,La nourriture naturelle te fera du bien.,1128,99.5,36.0,0.0,21.6,3.1,,71.62
127,Tu dois montrer du respect à tes invités.,2629,99.5,36.4,0.0,21.8,2.7,,71.62
128,Nous avons eu un hiver doux l'an dernier.,5923,99.7,36.7,0.0,22.0,2.7,,71.62
129,Je veux tenter quelque chose de nouveau.,3452,99.8,36.0,0.0,21.6,3.6,,71.62
130,Je vais en Espagne la semaine prochaine.,4542,99.8,36.0,0.0,21.6,3.6,,71.62
131,Nous devons avoir foi dans le président.,301,99.6,36.0,0.0,21.6,3.3,,71.61
132,Nous étions tous présents à son mariage.,1741,99.4,36.0,0.0,21.6,2.9,,71.61
133,Le sang humain a la même couleur partout.,3252,99.7,36.4,0.0,21.8,3.1,,71.61
134,Je suis né au cours de la Guerre Froide.,2128,99.6,36.2,0.0,21.7,3.1,,71.61
135,Je sais que vos sentiments sont blessés.,2724,99.5,36.0,2.0,22.4,1.7,,71.60
136,Sa théorie repose sur de nombreux faits.,4104,99.5,36.0,0.0,21.6,3.1,,71.60
137,J'ai posé quelques questions au médecin.,684,99.6,36.0,0.0,21.6,3.3,,71.60
138,Je sais que tes sentiments sont blessés.,2692,99.5,36.0,2.0,22.4,1.7,,71.60
139,Regarde bien le contrat avant de le signer.,4855,99.6,36.3,0.0,21.8,3.1,,71.60
140,Il travaille dur afin de devenir avocat.,1952,99.6,36.0,0.0,21.6,3.3,,71.60
141,Petit à petit l'eau devient moins profonde.,1951,99.6,36.3,0.0,21.8,3.1,,71.59
142,Mes parents viennent d'arriver à la gare.,1974,99.7,36.4,0.0,21.8,3.1,,71.59
143,Seul un miracle peut la sauver maintenant.,5131,99.4,37.2,0.0,22.3,1.7,,71.59
144,Veuillez garder ce fait en votre esprit.,114,99.5,36.0,0.0,21.6,3.1,,71.58
145,Le mariage aura lieu au printemps prochain.,891,99.6,37.8,0.0,22.7,1.5,,71.58
146,Je compte m'acheter une nouvelle voiture.,892,99.8,36.6,0.0,22.0,3.3,,71.58
147,Tom pourra te donner une réponse demain.,3586,99.6,36.0,0.0,21.6,3.3,,71.58
148,La qualité importe plus que la quantité.,364,99.7,34.7,2.0,21.6,3.6,,71.57
149,Je ne sais comment l'expliquer autrement.,5838,99.7,36.6,0.0,22.0,3.1,,71.57
150,Tout étudiant a accès à la bibliothèque.,2981,99.5,36.0,0.0,21.6,3.3,,71.57
151,Tom prend au moins trois bains par semaine.,2900,99.4,37.5,0.0,22.5,1.4,,71.57
152,Mon père m'a autorisé à aller au concert.,237,99.6,36.7,0.0,22.0,2.7,,71.57
153,On me traite comme un étranger au Brésil.,4149,99.5,36.4,0.0,21.8,2.9,,71.57
154,Cela vaut la peine d'écouter son concert.,2863,99.6,36.4,0.0,21.8,3.1,,71.57
155,Elles se faisaient du pied sous la table.,1675,99.6,36.4,0.0,21.8,3.1,,71.56
156,On enseigne le chinois dans cette école.,2042,99.5,36.0,0.0,21.6,3.3,,71.56
157,J'espère que votre frère se porte mieux.,3963,99.9,35.8,2.0,22.3,2.9,,71.56
158,"Soit toi, soit ton ami est dans l'erreur.",3728,99.9,34.9,3.0,22.2,3.1,,71.56
159,La gare est située entre les deux villes.,3576,99.6,36.4,0.0,21.8,3.1,,71.56
160,Il prend sa retraite au printemps prochain.,3301,99.6,37.8,0.0,22.7,1.5,,71.56
161,Je voulais juste que ce soir soit parfait.,3543,99.8,36.9,2.0,23.0,1.5,,71.55
162,Nous devons faire attention à nos dépenses.,1177,99.6,37.8,0.0,22.7,1.5,,71.55
163,Tu dois être en bonne condition physique.,1843,99.7,36.6,0.0,22.0,3.1,,71.55
164,Quelque chose n'allait pas avec la montre.,1434,99.8,36.9,0.0,22.2,3.1,,71.55
165,Notre maison et la leur sont très proches.,1499,99.8,36.9,0.0,22.2,3.1,,71.55
166,Elle fit machine arrière au dernier moment.,1744,99.5,37.8,0.0,22.7,1.5,,71.54
167,Les prix des maisons sont en chute libre.,2342,99.7,36.4,0.0,21.8,3.3,,71.54
168,Bob peut répondre à toutes les questions.,776,99.5,36.6,0.0,22.0,2.9,,71.54
169,Voyager dans l'espace n'est plus un rêve.,3017,99.6,36.7,0.0,22.0,2.9,,71.54
170,Deux familles vivent dans la même maison.,4730,99.6,36.6,0.0,22.0,3.1,,71.53
171,Merci de ne pas oublier de tirer la chasse.,5189,99.7,36.5,0.0,21.9,3.3,,71.53
172,Je suis juste venu vous informer du fait.,1115,99.5,36.4,0.0,21.8,3.1,,71.53
173,Sa vieille voiture est à bout de souffle.,1230,99.5,36.4,0.0,21.8,3.1,,71.53
174,J'ai déjà présenté mes excuses pour cela.,445,99.5,36.4,0.0,21.8,3.1,,71.53
175,J'ai été son plus grand fan toute ma vie.,3145,99.8,37.4,0.0,22.4,2.7,,71.53
176,Ils font grève pour obtenir plus d'argent.,4178,99.7,36.9,0.0,22.2,2.9,,71.53
177,Il fait trop sombre pour jouer au tennis.,7,99.4,36.4,0.0,21.8,2.9,,71.52
178,Tu dois tirer avantage de cette occasion.,4952,99.6,36.6,0.0,22.0,3.1,,71.52
179,J'ai acheté deux billets pour le concert.,2509,99.5,36.4,0.0,21.8,3.1,,71.52
180,Mère était inquiète à propos des enfants.,2420,99.7,36.6,0.0,22.0,3.3,,71.52
181,J'aime travailler pour cette entreprise.,1706,99.8,36.9,0.0,22.1,3.3,,71.52
182,J'aime le vin rouge plus que le vin blanc.,600,99.7,35.3,2.0,22.0,3.3,,71.52
183,Il a fait des progrès rapides en anglais.,4054,99.4,36.4,0.0,21.8,2.9,,71.52
184,Nous sommes soumis aux lois de la nature.,5094,99.6,36.4,0.0,21.8,3.3,,71.52
185,Il me traite comme si j'étais un étranger.,741,99.7,37.2,0.0,22.3,2.7,,71.51
186,Elle obtient de bonnes notes en anglais.,4665,99.4,36.0,0.0,21.6,3.3,,71.51
187,Chaque enfant a son propre mode de pensée.,3086,99.7,36.9,0.0,22.2,3.1,,71.51
188,Nous avons vu un étranger marcher dehors.,14,99.6,36.6,0.0,22.0,3.1,,71.51
189,Amène ta sœur avec toi la prochaine fois.,4262,99.5,36.4,0.0,21.8,3.1,,71.51
190,J'ignore quand je peux prendre une pause.,5539,99.5,36.4,0.0,21.8,3.1,,71.51
191,À cette heure il y a un trafic incroyable.,3776,99.7,37.2,0.0,22.3,2.7,,71.51
192,"Père Noël, je veux une copine pour Noël.",3457,99.6,34.0,3.0,21.6,3.6,,71.51
193,J'ai suivi un régime durant deux semaines.,4044,99.7,36.9,0.0,22.2,3.1,,71.51
194,Ils étaient membres de la classe moyenne.,2507,99.8,36.6,0.0,22.0,3.6,,71.51
195,Le fruit ne tombe jamais loin de l'arbre.,2959,99.5,36.7,0.0,22.0,2.9,,71.50
196,Demain est la dernière journée d'école !,5735,99.8,35.4,0.0,21.2,5.0,,71.50
197,Ma mère est morte au cours de mon absence.,1763,99.7,37.2,0.0,22.3,2.9,,71.50
198,Ça n'a plus vraiment beaucoup d'importance.,5422,99.9,37.5,0.0,22.5,2.9,,71.50
199,C'était moins cher que je l'avais pensé.,560,99.8,36.2,2.0,22.5,2.7,,71.50
200,La logique est clairement ton point fort.,2253,99.7,36.6,0.0,22.0,3.3,,71.50
201,Elle est malade depuis mercredi dernier.,5055,99.7,36.9,0.0,22.1,3.1,,71.50
202,J'espère que tu as eu une belle journée.,3346,99.9,36.2,2.0,22.5,2.9,,71.50
203,Ils ont fixé la date et du lieu du mariage.,3528,99.7,37.1,0.0,22.2,2.9,,71.49
204,Nous sommes revenus au camp avant la nuit.,4267,99.7,36.9,0.0,22.2,3.1,,71.49
205,"Il aime les études, mais aussi le sport.",828,99.9,35.3,3.0,22.4,3.1,,71.49
206,Ce cinéma propose toujours de bons films.,5720,99.6,36.6,0.0,22.0,3.3,,71.49
207,Les Japonais prennent trois repas par jour.,482,99.5,37.8,0.0,22.7,1.7,,71.49
208,Elles ont été responsables de l'accident.,2788,99.6,36.6,0.0,22.0,3.3,,71.49
209,La chance vient à ceux qui la cherchent.,3679,99.6,34.6,3.0,21.9,3.3,,71.49
210,L'enfant était accompagné de ses parents.,5303,99.6,36.6,0.0,22.0,3.3,,71.49
211,La plupart des invités étaient des étrangers.,1554,99.5,37.8,0.0,22.7,1.8,,71.49
212,Le docteur est connu de chacun au village.,827,99.7,36.9,0.0,22.2,3.1,,71.48
213,Chacun devrait être maître de son destin.,4657,99.5,36.6,0.0,22.0,3.1,,71.48
214,Le suspect voulait éviter d'être arrêté.,5157,99.3,36.0,0.0,21.6,3.3,,71.48
215,Je n'arrive pas à m'arrêter de regarder.,4828,99.9,36.2,0.0,21.7,4.3,,71.48
216,J'ai tout essayé pour le maintenir en vie.,2474,99.7,37.2,0.0,22.3,2.9,,71.48
217,Je jette toutes mes forces dans ce projet.,2883,99.6,36.9,0.0,22.2,2.9,,71.48
218,"Partout où il va, il raconte un mensonge.",4487,99.5,34.6,3.0,21.9,3.1,,71.48
219,J'ai été forcé d'accepter sa proposition.,2677,99.4,36.4,0.0,21.8,3.1,,71.48
220,Sa conduite ne se prête à aucune critique.,3153,99.6,36.9,0.0,22.2,2.9,,71.48
221,Vous avez quelles sortes de jus de fruits ?,4634,99.1,35.7,0.0,21.4,3.1,,71.48
222,"Si je vous le disais, je devrais vous tuer.",3813,99.6,34.7,3.0,22.0,3.1,,71.48
223,Je dois avancer ma montre de deux minutes.,1106,99.7,36.9,0.0,22.2,3.1,,71.47
224,Il est évident qu'il a commis une erreur.,1924,99.6,35.4,2.0,22.1,3.1,,71.47
225,Un chien en vie vaut mieux qu'un lion mort.,2147,99.6,37.1,2.0,23.0,1.4,,71.47
226,Ils font totalement confiance à leur chef.,5587,99.8,37.2,0.0,22.3,3.1,,71.47
227,Elle ressemble à une chanteuse à la mode.,3370,99.5,35.1,0.0,21.1,4.6,,71.47
228,Veuillez faire plus attention à l'avenir.,1367,99.5,36.6,0.0,22.0,3.1,,71.47
229,"Dans votre bouche, ça n'était pas clair.",881,99.8,35.3,3.0,22.4,3.1,,71.46
230,Je suis juste un employé de bureau normal.,4685,99.6,36.9,0.0,22.2,3.1,,71.46
231,Le Mexique est un état d'Amérique du Nord.,5084,99.7,37.2,0.0,22.3,2.9,,71.46
232,Il possède de nombreux tableaux de valeur.,4992,99.4,36.0,0.0,21.6,3.6,,71.46
233,Quel est cet immeuble derrière l'hôpital ?,5573,99.6,36.6,0.0,22.0,3.3,,71.46
234,Mon tableau commence à avoir de la gueule.,2497,99.7,36.9,0.0,22.2,3.3,,71.46
235,T'aurais pas quelques conseils à me donner ?,3578,99.8,37.5,0.0,22.5,2.9,,71.46
236,Ne manque pas cette incroyable occasion.,4825,99.7,36.9,0.0,22.1,3.3,,71.46
237,Veuillez regarder ces papiers avec soin.,5868,99.0,36.9,0.0,22.1,1.7,,71.46
238,Veuillez lever le doigt avant de parler.,685,99.2,36.0,0.0,21.6,3.1,,71.46
239,Nous avions beaucoup de meubles chez nous.,583,99.4,36.0,0.0,21.6,3.6,,71.46
240,Elle l'a suivi à son domicile et l'a tué.,5606,99.8,35.8,0.0,21.5,4.6,,71.45
241,Ne jette pas ton argent par les fenêtres.,3328,99.4,36.4,0.0,21.8,3.1,,71.45
242,Mes parents m'ont interdit de revoir Tom.,1776,99.5,36.4,0.0,21.8,3.3,,71.45
243,Tu dois sûrement avoir très faim maintenant.,410,99.6,38.4,0.0,23.1,1.4,,71.45
244,Je préfère les vacances d'été à l'école.,554,99.8,36.2,0.0,21.7,4.3,,71.45
245,Personne ne me donnera le moindre argent.,3170,99.5,36.6,0.0,22.0,3.1,,71.45
246,L'école vide la piscine une fois par mois.,4137,99.6,37.2,0.0,22.3,2.9,,71.45
247,Tom a du talent pour la peinture moderne.,4910,99.4,36.4,0.0,21.8,3.1,,71.45
248,"Mais, cette chose n'est dite à personne.",4566,99.7,35.3,3.0,22.4,3.1,,71.44
249,Nous l'avons rencontré par hasard au parc.,2285,99.6,36.9,0.0,22.2,3.1,,71.44
250,Il me fit un signe de la tête en passant.,2627,99.7,37.4,0.0,22.4,2.9,,71.44
251,Son secrétaire semble connaître la vérité.,4724,99.6,38.2,0.0,22.9,1.8,,71.44
252,Elle a su faire d'une pierre deux coups.,2523,99.8,36.2,0.0,21.7,4.3,,71.44
253,Marie a terminé son exercice de japonais.,4114,99.4,36.6,0.0,22.0,3.1,,71.44
254,"Ma vie serait complètement vide, sans toi.",2975,99.7,36.6,3.0,23.2,1.7,,71.44
255,"Contrairement à lui, son fils est grand.",4791,99.8,35.4,3.0,22.4,3.1,,71.44
256,Il vous faut choisir votre propre destin.,1994,99.5,36.6,0.0,22.0,3.3,,71.43
257,Personne n'a le droit de nous contrôler.,1228,99.7,35.8,0.0,21.5,4.6,,71.43
258,J'ai des relations au sein du gouvernement.,4404,99.8,37.5,0.0,22.5,3.1,,71.43
259,Les parents avaient bon espoir en l'avenir.,5566,99.7,37.5,0.0,22.5,2.9,,71.43
260,Il a été condamné à trois ans de prison.,820,99.8,36.2,0.0,21.7,4.3,,71.43
261,La chanson me rappelle toujours mon enfance.,3064,99.6,38.4,0.0,23.1,1.7,,71.43
262,Ils l'ont fait au vu et au su du personnel.,2333,99.8,37.9,0.0,22.8,2.7,,71.43
263,Les membres du comité sont tous présents.,5283,99.6,36.6,0.0,22.0,3.6,,71.43
264,J'ai un grand frère et deux petites sœurs.,120,99.6,37.2,0.0,22.3,2.9,,71.43
265,J'ai des problèmes de mail en ce moment.,3274,99.7,36.2,0.0,21.7,4.3,,71.43
266,Ma montre avance de cinq secondes par jour.,3179,99.7,37.5,0.0,22.5,2.9,,71.43
267,Il a réussi malgré toutes les difficultés.,1017,99.7,37.2,0.0,22.3,3.1,,71.43
268,Il a laissé une énorme fortune à sa femme.,335,99.6,37.2,0.0,22.3,2.9,,71.43
269,Il nous a présenté une idée intéressante.,2410,99.5,36.6,0.0,22.0,3.3,,71.42
270,J'ai de bonnes relations avec mes voisins.,5687,99.6,36.9,0.0,22.2,3.3,,71.42
271,Il fait tourner l'entreprise avec ses fils.,440,99.8,37.5,0.0,22.5,3.1,,71.42
272,"Où sont les toilettes, s'il vous plaît ?",341,99.5,34.7,3.0,22.0,3.3,,71.41
273,Il a eu des bonnes notes en mathématiques.,291,99.4,36.9,0.0,22.2,2.9,,71.41
274,La Suisse a besoin de meilleures pommes.,5081,99.3,36.0,0.0,21.6,3.6,,71.41
275,Vous devez lire le manuel avec attention.,1904,99.5,36.6,0.0,22.0,3.3,,71.41
276,Ce qu'il raconte n'a vraiment aucun sens.,1395,99.8,36.7,2.0,22.8,2.7,,71.41
277,Nous avons voté contre le projet de loi.,4950,99.7,35.8,0.0,21.5,4.6,,71.41
278,Cette montre m'a été donnée par mon oncle.,2824,99.5,37.2,0.0,22.3,2.9,,71.41
279,Il a choisi un cadeau de Noël pour elle.,736,99.7,36.2,0.0,21.7,4.3,,71.40
280,Mon oncle a un grand intérêt pour l'art.,1447,99.7,36.2,0.0,21.7,4.3,,71.40
281,La Physique est ma matière la plus faible.,3719,99.8,35.7,0.0,21.4,5.0,,71.40
282,L'Homme est par nature un animal politique.,1664,99.8,37.5,0.0,22.5,3.1,,71.40
283,Vous devez être en bonne condition physique.,2371,99.5,38.4,0.0,23.1,1.5,,71.40
284,J'ai trouvé dix fautes en autant de pages.,2922,99.5,37.2,0.0,22.3,2.9,,71.40
285,Lui comme moi étions membres de ce cercle.,3100,99.5,36.9,0.0,22.2,3.1,,71.40
286,Ton nom figure en première place sur ma liste.,1746,99.8,39.3,0.0,23.6,1.3,,71.40
287,Attends que ton père rentre à la maison.,2252,99.7,35.8,2.0,22.3,3.3,,71.40
