rank,sentence,pinyin,pinyin_corrected,pinyin_reason,english,original_order,complexity,frequency,similarity_penalty,similar_to,final_score,removed
32,好 好,Hǎo hǎo,hǎo hǎo,needs formatting,Good good.,118,11.9,100.0,0.0,1,76.42,
33,什么？,Shénme?,shén me,needs syllable separation: 1 words for 2 chars,What?,2,16.2,100.0,0.0,1,75.14,
34,知道,Zhīdào,zhī dào,needs syllable separation: 1 words for 2 chars,Know.,14,16.2,100.0,0.0,1,75.14,
35,这个,Zhège,zhè ge,needs syllable separation: 1 words for 2 chars,This one.,39,16.2,100.0,0.0,1,75.13,
36,已经？,Yǐjīng?,yǐ jīng,needs syllable separation: 1 words for 2 chars,Already?,88,16.2,99.9,0.0,1,75.12,
37,先生,Xiānsheng,xiān shēng,needs syllable separation: 1 words for 2 chars,Sir.,62,16.2,99.9,0.0,1,75.11,
38,喜欢,Xǐhuan,xǐ huān,needs syllable separation: 1 words for 2 chars,Like.,56,16.2,99.9,0.0,1,75.11,
39,开始,Kāishǐ,kāi shǐ,needs syllable separation: 1 words for 2 chars,Start.,83,16.2,99.9,0.0,1,75.10,
40,时间,Shíjiān,shí jiān,needs syllable separation: 1 words for 2 chars,Time.,89,16.2,99.9,0.0,1,75.09,
41,非常,Fēicháng,fēi cháng,needs syllable separation: 1 words for 2 chars,Very.,77,16.2,99.9,0.0,1,75.09,
42,当然,Dāngrán,dāng rán,needs syllable separation: 1 words for 2 chars,Of course.,41,16.2,99.9,0.0,1,75.08,
43,相信,Xiāngxìn,xiāng xìn,needs syllable separation: 1 words for 2 chars,Believe.,60,16.2,99.9,0.0,1,75.08,
44,明白,Míngbai,míng bái,needs syllable separation: 1 words for 2 chars,Understood.,53,16.2,99.9,0.0,1,75.08,
45,回来,Huílai,huí lái,needs syllable separation: 1 words for 2 chars,Come back.,59,16.2,99.9,0.0,1,75.08,
46,大家,Dàjiā,dà jiā,needs syllable separation: 1 words for 2 chars,Everyone.,96,16.2,99.8,0.0,1,75.06,
47,高兴,Gāoxìng,gāo xìng,needs syllable separation: 1 words for 2 chars,Happy.,75,16.2,99.8,0.0,1,75.06,
48,记得,Jìde,jì de,needs syllable separation: 1 words for 2 chars,Remember.,72,16.2,99.8,0.0,1,75.04,
49,漂亮,Piàoliang,piào liàng,needs syllable separation: 1 words for 2 chars,Beautiful!,84,16.2,99.7,0.0,1,75.02,
50,马上,Mǎshàng,mǎ shàng,needs syllable separation: 1 words for 2 chars,Immediately.,99,16.2,99.7,0.0,1,75.01,
51,他的,Tā de,tā de,needs formatting,His.,123,13.2,100.0,16.7,33,72.71,
52,他在,Tā zài,tā zài,needs formatting,He's there.,130,13.2,100.0,16.7,37,72.71,
53,会的,Huì de,huì de,needs formatting,It will.,199,13.2,100.0,16.7,33,72.71,
54,他有,Tā yǒu,tā yǒu,needs formatting,He has.,153,13.2,100.0,16.7,37,72.71,
55,在吗？,Zài ma?,zài ma,needs formatting,Are you there?,129,13.2,100.0,16.7,38,72.71,
56,有吗？,Yǒu ma?,yǒu ma,needs formatting,Do you have it?,148,13.2,100.0,16.7,42,72.71,
57,在那,Zài nà,zài nà,needs formatting,Over there.,197,13.2,100.0,16.7,38,72.71,
58,还不错,Bùcuò,hái bú cuò,missing syllables: 2 for 3 chars,Not bad.,82,17.8,99.9,12.5,77,72.12,
59,怎么？,Zěnme?,zěn me,needs syllable separation: 1 words for 2 chars,What?,17,16.2,100.0,16.7,76,71.79,
60,现在,Xiànzài,xiàn zài,needs syllable separation: 1 words for 2 chars,Now.,37,16.2,100.0,16.7,38,71.79,
61,这里,Zhèli,zhè lǐ,needs syllable separation: 1 words for 2 chars,Here.,58,16.2,99.9,16.7,80,71.79,
62,需要,Xūyào,xū yào,needs syllable separation: 1 words for 2 chars,Need.,69,16.2,99.9,16.7,75,71.78,
63,那个,Nàge,nà ge,needs syllable separation: 1 words for 2 chars,That...,94,16.2,99.9,16.7,52,71.77,
64,离开,Líkāi,lí kāi,needs syllable separation: 1 words for 2 chars,Leave.,78,16.2,99.8,16.7,90,71.74,
65,过来,Guòlái,guò lái,needs syllable separation: 1 words for 2 chars,Come here.,76,16.2,99.8,16.7,97,71.72,
66,真的？,Zhēn de?,zhēn de,needs formatting,Really?,182,16.2,99.5,16.7,33,71.57,
67,看得到吗?,Kàn de dào ma?,kàn de dào ma,needs formatting,Can you see it?,400,21.0,99.9,12.5,11,71.15,
68,我的,Wǒ de,wǒ de,needs formatting,Mine.,109,13.2,100.0,25.0,30,71.05,
69,是的,Shì de,shì de,needs formatting,Yes.,108,13.2,100.0,25.0,31,71.05,
70,我是,Wǒ shì,wǒ shì,needs formatting,I am.,104,13.2,100.0,25.0,30,71.05,
71,我在,Wǒ zài,wǒ zài,needs formatting,I'm here.,131,13.2,100.0,25.0,30,71.05,
72,好的,Hǎo de,hǎo de,needs formatting,Okay.,119,13.2,100.0,25.0,32,71.05,
73,他是,Tā shì,tā shì,needs formatting,He is.,122,13.2,100.0,25.0,31,71.05,
74,我有,Wǒ yǒu,wǒ yǒu,needs formatting,I have.,146,13.2,100.0,25.0,30,71.05,
75,我吗？,Wǒ ma?,wǒ ma,needs formatting,Me?,116,13.2,100.0,25.0,30,71.05,
76,是吗？,Shì ma?,shì ma,needs formatting,Is that so?,117,13.2,100.0,25.0,31,71.05,
77,我很,Wǒ hěn,wǒ hěn,needs formatting,I am very.,155,13.2,100.0,25.0,2,71.05,
78,好吗？,Hǎo ma?,hǎo ma,needs formatting,Okay?,120,13.2,100.0,25.0,32,71.04,
79,那我,Nà wǒ,nà wǒ,needs formatting,Then I...,195,13.2,100.0,25.0,30,71.04,
80,是吧,Shì ba,shì ba,needs formatting,Right?,137,13.2,100.0,25.0,4,71.04,
81,那是,Nà shì,nà shì,needs formatting,That is.,194,13.2,100.0,25.0,31,71.04,
82,很好,Hěn hǎo,hěn hǎo,needs formatting,Very good.,154,13.2,100.0,25.0,2,71.04,
83,我啊,Wǒ a,wǒ a,needs formatting,Me.,157,13.2,100.0,25.0,9,71.04,
84,啊 是,A shì,a shì,needs formatting,"Oh, yes.",161,13.2,100.0,25.0,9,71.04,
85,有啊,Yǒu a,yǒu a,needs formatting,"Yes, there is.",159,13.2,100.0,25.0,9,71.04,
86,我看,Wǒ kàn,wǒ kàn,needs formatting,I see.,178,13.2,100.0,25.0,11,71.04,
87,去吧,Qù ba,qù ba,needs formatting,Go ahead.,177,13.2,100.0,25.0,4,71.04,
88,想啊,Xiǎng a,xiǎng a,needs formatting,I wish.,163,13.2,100.0,25.0,9,71.04,
89,真好,Zhēn hǎo,zhēn hǎo,needs formatting,That's great!,185,13.2,100.0,25.0,32,71.04,
90,去啊,Qù a,qù a,needs formatting,Go!,173,13.2,100.0,25.0,6,71.04,
91,看啊,Kàn a,kàn a,needs formatting,Look!,180,13.2,100.0,25.0,9,71.03,
92,快看,Kuài kàn,kuài kàn,needs formatting,Look!,186,13.2,99.9,25.0,11,71.02,
93,还要别的吗？,Hái yào bié de ma?,hái yào bié de ma,needs formatting,Anything else?,447,24.8,99.7,8.3,33,70.74,
94,真的 真的,Zhēn de zhēn de,zhēn de zhēn de,needs formatting,"Really, really.",387,19.8,99.5,16.7,33,70.47,
95,我想我?,Wǒ xiǎng wǒ?,wǒ xiǎng wǒ,needs formatting,I think I?,247,16.0,100.0,25.0,30,70.20,
96,好，好吧,"Hǎo, hǎo ba",hǎo hǎo ba,needs formatting,"Okay, alright.",238,16.0,100.0,25.0,4,70.19,
97,想想,Xiǎng xiǎng,xiǎng xiǎng,needs formatting,Think about it.,144,14.9,99.3,25.0,62,70.16,
98,我们,Wǒmen,wǒ men,needs syllable separation: 1 words for 2 chars,We.,20,16.2,100.0,25.0,30,70.15,
99,我要,Wǒ yào,wǒ yào,needs formatting,I want.,149,16.2,100.0,25.0,30,70.15,
100,不去,Bù qù,bù qù,needs formatting,Not going.,175,16.2,100.0,25.0,6,70.14,
101,好快,Hǎo kuài,hǎo kuài,needs formatting,So fast!,188,16.2,100.0,25.0,32,70.13,
102,快去,Kuài qù,kuài qù,needs formatting,Go quickly!,189,16.2,100.0,25.0,6,70.13,
103,一样,Yīyàng,yī yàng,needs syllable separation: 1 words for 2 chars,Same.,92,16.2,99.9,25.0,1,70.09,
104,一切,Yīqiè,yī qiè,needs syllable separation: 1 words for 2 chars,Everything.,87,16.2,99.8,25.0,1,70.07,
105,哪里？,Nǎlǐ?,nǎ lǐ,needs syllable separation: 1 words for 2 chars,Where?,57,16.2,99.8,25.0,23,70.04,
106,再见,Zàijiàn,zài jiàn,needs syllable separation: 1 words for 2 chars,Goodbye.,98,16.2,99.7,25.0,14,70.02,
107,我知道的,Wǒ zhīdào de,wǒ zhī dào de,needs syllable separation: 3 words for 4 chars,I know.,290,21.0,100.0,25.0,33,68.70,
108,是 我知道,Shì wǒ zhīdào,shì   wǒ zhī dào,needs syllable separation: 3 words for 4 chars,"Yes, I know.",300,21.0,100.0,25.0,35,68.70,
109,我想知道,Wǒ xiǎng zhīdào,wǒ xiǎng zhī dào,needs syllable separation: 3 words for 4 chars,I want to know.,296,21.0,100.0,25.0,70,68.69,
110,想知道吗？,Xiǎng zhīdào ma?,xiǎng zhī dào ma,needs syllable separation: 3 words for 4 chars,Want to know?,299,21.0,100.0,25.0,78,68.69,
111,我知道啊,Wǒ zhīdào a,wǒ zhī dào a,needs syllable separation: 3 words for 4 chars,I know.,293,21.0,100.0,25.0,57,68.69,
112,它是什么？,Tā shì shénme?,tā shì shén me,needs syllable separation: 3 words for 4 chars,What is it?,217,21.0,100.0,25.0,76,68.69,
113,看来是的,Kàn lái shì de,kàn lái shì de,needs formatting,It seems so.,394,21.0,99.9,25.0,34,68.64,
114,不，是真的,"Bù, shì zhēn de",bù shì zhēn de,needs formatting,"No, it's true.",393,21.0,99.8,25.0,34,68.62,
115,是真的吗？,Shì zhēn de ma?,shì zhēn de ma,needs formatting,Is it true?,389,21.0,99.8,25.0,34,68.61,
116,真的很好,Zhēn de hěn hǎo,zhēn de hěn hǎo,needs formatting,It's really good.,391,21.0,99.8,25.0,39,68.61,
117,他是我的,Tā shì wǒ de,tā shì wǒ de,needs formatting,He's mine.,309,21.3,100.0,25.0,33,68.60,
118,是的，我有,"Shì de, wǒ yǒu",shì de wǒ yǒu,needs formatting,"Yes, I have.",347,21.3,100.0,25.0,33,68.60,
119,我想是的,Wǒ xiǎng shì de,wǒ xiǎng shì de,needs formatting,I think so.,333,21.3,100.0,25.0,33,68.60,
120,是的，我想,"Shì de, wǒ xiǎng",shì de wǒ xiǎng,needs formatting,"Yes, I think so.",334,21.3,100.0,25.0,33,68.60,
121,是的，我知道,"Shì de, wǒ zhīdào",shì de wǒ zhī dào,needs syllable separation: 4 words for 5 chars,"Yes, I know.",375,24.7,100.0,20.0,33,68.60,
122,是的，很好,"Shì de, hěn hǎo",shì de hěn hǎo,needs formatting,"Yes, very good.",352,21.3,100.0,25.0,34,68.60,
123,不，我很好,"Bù, wǒ hěn hǎo",bù wǒ hěn hǎo,needs formatting,"No, I'm fine.",356,21.3,100.0,25.0,49,68.60,
124,我在想什么？,Wǒ zài xiǎng shénme?,wǒ zài xiǎng shén me,needs syllable separation: 4 words for 5 chars,What am I thinking?,341,24.7,100.0,20.0,38,68.60,
125,我想是吧,Wǒ xiǎng shì ba,wǒ xiǎng shì ba,needs formatting,I guess so.,339,21.3,100.0,25.0,35,68.59,
126,是啊，我知道,"Shì a, wǒ zhīdào",shì a wǒ zhī dào,needs syllable separation: 4 words for 5 chars,"Yeah, I know.",373,24.7,100.0,20.0,35,68.59,
127,我很想知道,Wǒ hěn xiǎng zhīdào,wǒ hěn xiǎng zhī dào,needs syllable separation: 4 words for 5 chars,I really want to know.,376,24.7,100.0,20.0,49,68.59,
128,好吧，我去,"Hǎo ba, wǒ qù",hǎo ba wǒ qù,needs formatting,"Okay, I'll go.",384,21.3,100.0,25.0,61,68.59,
129,我不知道啊,Wǒ bù zhīdào a,wǒ bù zhī dào a,needs syllable separation: 4 words for 5 chars,I don't know.,379,24.7,100.0,20.0,57,68.59,
130,那是什么啊,Nà shì shén me a,nà shì shén me a,needs formatting,What's that?,475,24.7,100.0,20.0,54,68.59,
131,我想要什么？,Wǒ xiǎng yào shénme?,wǒ xiǎng yào shén me,needs syllable separation: 4 words for 5 chars,What do I want?,346,24.8,100.0,20.0,70,68.57,
132,他想要什么？,Tā xiǎng yào shénme?,tā xiǎng yào shén me,needs syllable separation: 4 words for 5 chars,What does he want?,349,24.8,100.0,20.0,76,68.57,
133,还有什么吗？,Yǒu shénme ma?,hái yǒu shén me ma,missing syllables: 4 for 5 chars,Is there anything else?,266,24.8,100.0,20.0,51,68.55,
134,他会回来的,Tā huì huí lái de,tā huì huí lái de,needs formatting,He will be back.,492,24.8,99.9,20.0,37,68.55,
135,那是真的吗？,Nà shì zhēn de ma?,nà shì zhēn de ma,needs formatting,Is that true?,425,24.7,99.9,20.0,34,68.53,
136,真的不知道, zhēn de bù zhīdào,zhēn de bù zhī dào,needs syllable separation: 4 words for 5 chars,I really don't know.,397,24.8,99.8,20.0,78,68.49,
137,还有别的吗？,Hái yǒu bié de ma?,hái yǒu bié de ma,needs formatting,Anything else?,446,24.8,99.8,20.0,51,68.48,
138,我很快回来,Wǒ hěn kuài huí lái,wǒ hěn kuài huí lái,needs formatting,I'll be back soon.,494,24.8,99.7,20.0,49,68.44,
139,是的 我很好,Shì de wǒ hěn hǎo,shì de wǒ hěn hǎo,needs formatting,"Yes, I'm fine.",407,25.4,100.0,20.0,33,68.37,
140,我要知道,Wǒ yào zhīdào,wǒ yào zhī dào,needs syllable separation: 3 words for 4 chars,I want to know.,297,22.3,100.0,25.0,75,68.29,
141,想要什么？,Xiǎng yào shénme?,xiǎng yào shén me,needs syllable separation: 3 words for 4 chars,What do you want?,264,22.3,100.0,25.0,76,68.29,
142,知道什么？,Zhīdào shénme?,zhī dào shén me,needs syllable separation: 2 words for 4 chars,Know what?,170,22.3,100.0,25.0,76,68.29,
143,我怎么会知道？,Wǒ zěn me huì zhī dào?,wǒ zěn me huì zhī dào,needs formatting,How would I know?,551,28.0,100.0,16.7,78,68.26,
144,我是的,Wǒ shì de,wǒ shì de,needs formatting,"Yes, I am.",204,17.2,100.0,33.3,33,68.16,
145,是我的,Shì wǒ de,shì wǒ de,needs formatting,It's mine.,205,17.2,100.0,33.3,33,68.16,
146,是我吗？,Shì wǒ ma?,shì wǒ ma,needs formatting,Is it me?,211,17.2,100.0,33.3,35,68.16,
147,我是吗？,Wǒ shì ma?,wǒ shì ma,needs formatting,Am I?,213,17.2,100.0,33.3,35,68.16,
148,他不在,Tā bù zài,tā bù zài,needs formatting,He's not here.,224,17.2,100.0,33.3,43,68.16,
149,我想是,Wǒ xiǎng shì,wǒ xiǎng shì,needs formatting,I think so.,246,17.2,100.0,33.3,35,68.15,
150,我是想,Wǒ shì xiǎng,wǒ shì xiǎng,needs formatting,I was thinking...,253,17.2,100.0,33.3,35,68.15,
151,是他吗？,Shì tā ma?,shì tā ma,needs formatting,Is it him?,218,17.2,100.0,33.3,40,68.15,
152,我有吗？,Wǒ yǒu ma?,wǒ yǒu ma,needs formatting,Do I have it?,256,17.2,100.0,33.3,42,68.15,
153,我在想,Wǒ zài xiǎng,wǒ zài xiǎng,needs formatting,I'm thinking...,254,17.2,100.0,33.3,38,68.15,
154,他在吗？,Tā zài ma?,tā zài ma,needs formatting,Is he there?,223,17.2,100.0,33.3,43,68.15,
155,我很好,Wǒ hěn hǎo,wǒ hěn hǎo,needs formatting,I'm fine.,273,17.2,100.0,33.3,49,68.15,
156,啊 是的,A shì de,a shì de,needs formatting,"Oh, yes.",276,17.2,100.0,33.3,34,68.15,
157,我很想,Wǒ hěn xiǎng,wǒ hěn xiǎng,needs formatting,I really want to...,270,17.2,100.0,33.3,49,68.15,
158,我是啊,Wǒ shì a,wǒ shì a,needs formatting,"Yes, I am.",279,17.2,100.0,33.3,35,68.15,
159,啊 好的,A hǎo de,a hǎo de,needs formatting,"Oh, okay.",277,17.2,100.0,33.3,39,68.15,
160,我有啊,Wǒ yǒu a,wǒ yǒu a,needs formatting,I do.,275,17.2,100.0,33.3,42,68.15,
161,好得很,Hǎo de hěn,hǎo de hěn,needs formatting,Very good.,272,17.2,100.0,33.3,55,68.15,
162,知道为什么吗？,Zhī dào wèi shén me ma?,zhī dào wèi shén me ma,needs formatting,Do you know why?,549,28.5,100.0,16.7,76,68.10,
163,不管发生什么,Bù guǎn fā shēng shén me,bù guǎn fā shēng shén me,needs formatting,No matter what happens.,587,28.5,99.8,16.7,76,68.03,
164,我要他,Wǒ yào tā,wǒ yào tā,needs formatting,I want him.,265,17.8,100.0,33.3,75,68.00,
165,我什么？,Wǒ shénme?,wǒ shén me,needs syllable separation: 2 words for 3 chars,"What, me?",114,17.8,100.0,33.3,76,68.00,
166,我想要,Wǒ xiǎng yào,wǒ xiǎng yào,needs formatting,I want.,260,17.8,100.0,33.3,70,68.00,
167,是什么？,Shì shénme?,shì shén me,needs syllable separation: 2 words for 3 chars,What is it?,112,17.8,100.0,33.3,76,68.00,
168,什么是,Shénme shì,shén me shì,needs syllable separation: 2 words for 3 chars,What is.,113,17.8,100.0,33.3,76,68.00,
169,我知道,Wǒ zhīdào,wǒ zhī dào,needs syllable separation: 2 words for 3 chars,I know.,166,17.8,100.0,33.3,78,68.00,
170,不知道,Bù zhīdào,bù zhī dào,needs syllable separation: 2 words for 3 chars,I don't know.,172,17.8,100.0,33.3,78,68.00,
171,他知道,Tā zhīdào,tā zhī dào,needs syllable separation: 2 words for 3 chars,He knows.,171,17.8,100.0,33.3,78,68.00,
172,要什么？,Yào shénme?,yào shén me,needs syllable separation: 2 words for 3 chars,What do you want?,151,17.8,100.0,33.3,76,68.00,
173,想什么？,Xiǎng shénme?,xiǎng shén me,needs syllable separation: 2 words for 3 chars,What are you thinking?,145,17.8,100.0,33.3,76,68.00,
174,知道吗？,Zhīdào ma?,zhī dào ma,needs syllable separation: 2 words for 3 chars,You know?,169,17.8,100.0,33.3,78,68.00,
175,什么啊,Shénme a,shén me a,needs syllable separation: 2 words for 3 chars,What?,156,17.8,100.0,33.3,76,68.00,
176,看什么？,Kàn shénme?,kàn shén me,needs syllable separation: 2 words for 3 chars,What are you looking at?,183,17.8,100.0,33.3,76,67.99,
177,不，我不知道,"Bù, wǒ bù zhīdào",bù wǒ bù zhī dào,needs syllable separation: 4 words for 5 chars,"No, I don't know.",378,23.4,100.0,25.0,78,67.97,
178,是的，我也是,"Shì de, wǒ yě shì",shì de wǒ yě shì,needs formatting,"Yes, me too.",467,24.2,100.0,25.0,33,67.75,
179,你要吗？,Nǐ yào ma?,nǐ yào ma,needs formatting,Do you want it?,261,17.2,90.8,12.5,45,67.71,
180,快说,Kuài shuō,kuài shuō,needs formatting,Speak up!,187,13.2,90.0,16.7,66,67.70,
181,我什么都不知道,Wǒ shénme dōu bù zhīdào,wǒ shén me dōu bù zhī dào,needs syllable separation: 5 words for 7 chars,I don't know anything.,481,31.6,100.0,14.3,76,67.66,
182,我什么也不知道,Wǒ shénme yě bù zhīdào,wǒ shén me yě bù zhī dào,needs syllable separation: 5 words for 7 chars,I don't know anything.,469,31.6,100.0,14.3,76,67.66,
183,你要去吗？,Nǐ yào qù ma?,nǐ yào qù ma,needs formatting,Are you going?,381,21.3,93.1,12.5,6,67.63,
184,你想去吗？,Nǐ xiǎng qù ma?,nǐ xiǎng qù ma,needs formatting,Do you want to go?,380,21.3,93.1,12.5,6,67.63,
185,我必须这么做,Wǒ bì xū zhè me zuò,wǒ bì xū zhè me zuò,needs formatting,I have to do this.,591,28.0,94.9,8.3,10,67.40,
186,是的，是我,"Shì de, shì wǒ",shì de shì wǒ,needs formatting,"Yes, it's me.",303,20.1,100.0,33.3,33,67.31,
187,是的 好的,Shì de hǎo de,shì de hǎo de,needs formatting,"Yes, okay.",307,20.1,100.0,33.3,34,67.31,
188,好的 很好,Hǎo de hěn hǎo,hǎo de hěn hǎo,needs formatting,"Okay, very good.",353,20.1,100.0,33.3,39,67.30,
189,不 我不去,Bù wǒ bù qù,bù wǒ bù qù,needs formatting,"No, I'm not going.",383,20.1,100.0,33.3,77,67.30,
190,说,Shuō,shuō,needs formatting,Say.,7,9.1,80.0,0.0,1,67.27,
191,哦,Ó,ó,needs formatting,Oh.,23,9.1,79.9,0.0,1,67.25,
192,但,Dàn,dàn,needs formatting,But.,49,9.1,79.9,0.0,1,67.25,
193,可,Kě,kě,needs formatting,But.,36,9.1,79.9,0.0,1,67.24,
194,嘿,Hēi,hēi,needs formatting,Hey.,55,9.1,79.9,0.0,1,67.23,
195,噢,Ō,ō,needs formatting,Oh.,40,9.1,79.9,0.0,1,67.22,
196,嗨,Hāi,hāi,needs formatting,Hi.,73,9.1,79.9,0.0,1,67.21,
197,还有一件事,Hái yǒu yī jiàn shì,hái yǒu yī jiàn shì,needs formatting,There's one more thing.,486,24.8,93.3,10.0,1,67.20,
198,起,Qǐ,qǐ,needs formatting,Up.,50,9.1,79.8,0.0,1,67.19,
199,妈,Mā,mā,needs formatting,Mom.,46,9.1,79.8,0.0,1,67.19,
200,嘛？,Ma?,ma,needs formatting,Huh?,3,9.1,79.8,0.0,1,67.18,
201,手,Shǒu,shǒu,needs formatting,Hand.,52,9.1,79.8,0.0,1,67.17,
202,让我告诉你,Ràng wǒ gào su zhǐ nǐ,ràng wǒ gào su zhǐ nǐ,needs formatting,Let me tell you.,598,24.7,93.1,10.0,30,67.13,
203,球,Qiú,qiú,needs formatting,Ball.,80,9.1,79.6,0.0,1,67.09,
204,我也不知道为什么,Wǒ yě bù zhīdào wèi shénme,wǒ yě bù zhī dào wèi shén me,needs syllable separation: 6 words for 8 chars,I don't know why either.,534,34.7,100.0,12.5,76,67.09,
205,我想想看,Wǒ xiǎng xiǎng kàn,wǒ xiǎng xiǎng kàn,needs formatting,Let me think.,386,21.1,100.0,33.3,60,67.00,
206,你真有趣,Nǐ zhēn yǒu qù,nǐ zhēn yǒu qù,needs formatting,You're so funny.,399,21.0,90.6,10.0,42,67.00,
207,你想试试吗？,Nǐ xiǎng shì shì ma?,nǐ xiǎng shì shì ma,needs formatting,Want to give it a try?,404,23.4,92.9,12.5,73,66.93,
208,你要不要？,Nǐ yào bù yào?,nǐ yào bù yào,needs formatting,Do you want it?,345,19.8,90.7,12.5,75,66.93,
209,是的 我想是的,Shì de wǒ xiǎng shì de,shì de wǒ xiǎng shì de,needs formatting,"Yes, I think so.",501,27.0,100.0,25.0,33,66.90,
210,阿！,Ā!,ā,needs formatting,Ah!,79,9.1,79.2,0.0,1,66.88,
211,一切都会好起来的,Yīqiè dōu huì hǎo qǐlai de,yī qiè dū huì hǎo qǐ lái de,needs syllable separation: 6 words for 8 chars,Everything will be alright.,595,35.3,100.0,12.5,39,66.88,
212,你想吗？,Nǐ xiǎng ma?,nǐ xiǎng ma,needs formatting,Do you want to?,245,17.2,90.8,16.7,73,66.87,
213,你想要吗？,Nǐ xiǎng yào ma?,nǐ xiǎng yào ma,needs formatting,Do you want it?,343,21.0,90.8,12.5,73,66.58,
214,我想说的是,Wǒ xiǎng shuō de shì,wǒ xiǎng shuō de shì,needs formatting,What I mean is...,403,25.4,96.0,20.0,33,66.37,
215,我说的对吗？,Wǒ shuō de duì ma?,wǒ shuō de duì ma,needs formatting,Am I right?,455,25.4,96.0,20.0,33,66.37,
216,那是我的事,Nà shì wǒ de shì,nà shì wǒ de shì,needs formatting,That's my business.,426,25.4,96.0,20.0,33,66.37,
217,为什么？,Wèishénme?,wèi shén me,needs syllable separation: 1 words for 3 chars,Why?,43,23.3,99.9,33.3,76,66.32,
218,你想不想,Nǐ xiǎng bù xiǎng,nǐ xiǎng bù xiǎng,needs formatting,Do you want to?,332,19.8,90.8,16.7,73,66.12,
219,我还能说什么？,Wǒ hái néng shuō shénme?,wǒ hái néng shuō shén me,needs syllable separation: 5 words for 6 chars,What else can I say?,461,28.5,96.0,16.7,76,66.11,
220,我是这么想的,Wǒ shì zhè me xiǎng de,wǒ shì zhè me xiǎng de,needs formatting,That's what I think.,516,28.5,96.0,16.7,33,66.11,
221,我也是这么想, wǒ yě shì zhè me xiǎng,,,I think so too.,523,28.5,96.0,16.7,35,66.10,
222,我说的是,Wǒ shuō de shì,wǒ shuō de shì,needs formatting,What I'm saying is...,324,21.3,95.0,25.0,33,66.10,
223,不，我是说,"Bù, wǒ shì shuō",bù wǒ shì shuō,needs formatting,"No, I mean.",320,21.3,95.0,25.0,35,66.10,
224,我在说什么?,Wǒ zài shuō shénme?,wǒ zài shuō shén me ?,needs syllable separation: 4 words for 5 chars,What am I saying?,323,24.7,95.0,20.0,38,66.10,
225,他在说什么？,Tā zài shuō shénme?,tā zài shuō shén me,needs syllable separation: 4 words for 5 chars,What is he saying?,322,24.7,95.0,20.0,43,66.09,
